,id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
557,24914,84,197,Lisa Simpson: (IRRITATED) We stopped five minutes ago.,837000,True,9,238.0,Lisa Simpson,Highway,We stopped five minutes ago.,we stopped five minutes ago,5.0
558,24955,84,238,Lisa Simpson: (VERY EXCITED) I heard about this. This is the one where Scratchy finally gets Itchy.,1022000,True,9,5.0,Lisa Simpson,Simpson Home,I heard about this. This is the one where Scratchy finally gets Itchy.,i heard about this this is the one where scratchy finally gets itchy,13.0
559,24958,84,241,Lisa Simpson: (SCREAMS),1047000,False,9,5.0,Lisa Simpson,Simpson Home,,,
560,24960,84,243,Lisa Simpson: Plug it in! Plug it in!,1070000,True,9,5.0,Lisa Simpson,Simpson Home,Plug it in! Plug it in!,plug it in plug it in,6.0
561,24962,84,245,Lisa Simpson: The TV! The TV!,1074000,True,9,5.0,Lisa Simpson,Simpson Home,The TV! The TV!,the tv the tv,4.0
562,24964,84,247,Lisa Simpson: (SCREAMS),1077000,False,9,5.0,Lisa Simpson,Simpson Home,,,
563,24966,84,249,Lisa Simpson: It's bad enough they put their retainers in the dishwasher -- Can't we do something?,1092000,True,9,5.0,Lisa Simpson,Simpson Home,It's bad enough they put their retainers in the dishwasher -- Can't we do something?,its bad enough they put their retainers in the dishwasher -- cant we do something,15.0
564,25017,84,300,"Lisa Simpson: No you didn't. You only passed your course by cheating, which you always taught us was wrong.",1286000,True,9,5.0,Lisa Simpson,Simpson Home,"No you didn't. You only passed your course by cheating, which you always taught us was wrong.",no you didnt you only passed your course by cheating which you always taught us was wrong,17.0
565,25265,85,241,Lisa Simpson: Is it my imagination or is TV getting worse?,1105000,True,9,5.0,Lisa Simpson,Simpson Home,Is it my imagination or is TV getting worse?,is it my imagination or is tv getting worse,9.0
566,25410,86,110,"Lisa Simpson: Bart, what's wrong?",580000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, what's wrong?",bart whats wrong,3.0
567,25412,86,112,Lisa Simpson: (UNIMPRESSED) And...?,588000,True,9,5.0,Lisa Simpson,Simpson Home,And...?,and,1.0
568,25418,86,118,"Lisa Simpson: (TO KIDS) Excuse me, Bart's a little upset this morning, so could everyone please be extra-nice to him?",611000,True,9,71.0,Lisa Simpson,School Bus,"Excuse me, Bart's a little upset this morning, so could everyone please be extra-nice to him?",excuse me barts a little upset this morning so could everyone please be extra-nice to him,16.0
569,25537,86,237,Lisa Simpson: No! No!,1186000,True,9,98.0,Lisa Simpson,Lisa's Bedroom,No! No!,no no,2.0
570,25545,86,245,"Lisa Simpson: The only way to get Bart back is to kill the head vampire, Mr. Burns.",1215000,True,9,98.0,Lisa Simpson,Lisa's Bedroom,"The only way to get Bart back is to kill the head vampire, Mr. Burns.",the only way to get bart back is to kill the head vampire mr burns,15.0
571,25550,86,250,"Lisa Simpson: (STERNLY) No, Dad.",1231000,True,9,907.0,Lisa Simpson,BURNS' CASTLE,"No, Dad.",no dad,2.0
572,25552,86,252,Lisa Simpson: You must drive this stake right through his heart.,1236000,True,9,907.0,Lisa Simpson,BURNS' CASTLE,You must drive this stake right through his heart.,you must drive this stake right through his heart,9.0
573,25554,86,254,"Lisa Simpson: (DEADPAN) Uh, Dad, that's his crotch.",1251000,True,9,907.0,Lisa Simpson,BURNS' CASTLE,"Uh, Dad, that's his crotch.",uh dad thats his crotch,5.0
574,25560,86,260,Lisa Simpson: It's so nice having everything back to normal.,1270000,True,9,140.0,Lisa Simpson,Simpson Kitchen,It's so nice having everything back to normal.,its so nice having everything back to normal,8.0
575,25563,86,263,Lisa Simpson: Grampa's a vampire?!,1282000,True,9,140.0,Lisa Simpson,Simpson Kitchen,Grampa's a vampire?!,grampas a vampire,3.0
576,25565,86,265,"Lisa Simpson: (NERVOUSLY) But, no, we killed Mr. Burns.",1285000,True,9,140.0,Lisa Simpson,Simpson Kitchen,"But, no, we killed Mr. Burns.",but no we killed mr burns,6.0
577,25567,86,267,Lisa Simpson: (GASPS) You're the head vampire?,1290000,True,9,140.0,Lisa Simpson,Simpson Kitchen,You're the head vampire?,youre the head vampire,4.0
578,25569,86,269,Lisa Simpson: Mom?!,1295000,True,9,140.0,Lisa Simpson,Simpson Kitchen,Mom?!,mom,1.0
579,25571,86,271,"Lisa Simpson: Happy Halloween, everybody!",1302000,True,9,140.0,Lisa Simpson,Simpson Kitchen,"Happy Halloween, everybody!",happy halloween everybody,3.0
580,25572,86,272,"Lisa Simpson: LU, LU, LU / LU LU LU LU LU / LU LU LU LU LU LU LU",1302000,True,9,140.0,Lisa Simpson,Simpson Kitchen,"LU, LU, LU / LU LU LU LU LU / LU LU LU LU LU LU LU",lu lu lu lu lu lu lu lu lu lu lu lu lu lu lu,15.0
581,25902,88,1,"Lisa Simpson: Quit it, Bart. (OFF OF EACH FACE) Quit it. Quit it. Quit it. Mom, Bart's making faces.",8000,True,9,140.0,Lisa Simpson,Simpson Kitchen,"Quit it, Bart. Quit it. Quit it. Quit it. Mom, Bart's making faces.",quit it bart quit it quit it quit it mom barts making faces,13.0
582,25909,88,8,Lisa Simpson: What is it?,59000,True,9,140.0,Lisa Simpson,Simpson Kitchen,What is it?,what is it,3.0
583,25930,88,29,"Lisa Simpson: Dad, this one gesture almost makes up for years of shaky fathering.",134000,True,9,44.0,Lisa Simpson,Simpson Backyard,"Dad, this one gesture almost makes up for years of shaky fathering.",dad this one gesture almost makes up for years of shaky fathering,12.0
584,25933,88,32,Lisa Simpson: I'm going to have my wedding here.,146000,True,9,44.0,Lisa Simpson,Simpson Backyard,I'm going to have my wedding here.,im going to have my wedding here,7.0
585,26065,88,164,Lisa Simpson: (SKEPTICAL) What!?,764000,True,9,4.0,Lisa Simpson,Auditorium,What!?,what,1.0
586,26175,88,274,"Lisa Simpson: No! Self-improvement can be achieved, but not with a quick-fix. It's a long, arduous journey of personal and spiritual discovery.",1283000,True,9,5.0,Lisa Simpson,Simpson Home,"No! Self-improvement can be achieved, but not with a quick-fix. It's a long, arduous journey of personal and spiritual discovery.",no self-improvement can be achieved but not with a quick-fix its a long arduous journey of personal and spiritual discovery,20.0
587,26186,88,285,"Lisa Simpson: Dad, sit down.",1321000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, sit down.",dad sit down,3.0
588,26260,89,72,"Lisa Simpson: Tsk, tsk. The remorse of the sugar junkie.",333000,True,9,43.0,Lisa Simpson,Bart's Bedroom,"Tsk, tsk. The remorse of the sugar junkie.",tsk tsk the remorse of the sugar junkie,8.0
589,26262,89,74,Lisa Simpson: Really? Not even this?,352000,True,9,43.0,Lisa Simpson,Bart's Bedroom,Really? Not even this?,really not even this,4.0
590,26264,89,76,"Lisa Simpson: The few, the proud, the geeky. (EVIL CHUCKLE)",361000,True,9,43.0,Lisa Simpson,Bart's Bedroom,"The few, the proud, the geeky.",the few the proud the geeky,6.0
591,26349,89,161,"Lisa Simpson: Oh, Bart, cartoons don't have to be one hundred percent realistic.",725000,True,9,25.0,Lisa Simpson,Simpson Living Room,"Oh, Bart, cartoons don't have to be one hundred percent realistic.",oh bart cartoons dont have to be one hundred percent realistic,11.0
592,26679,90,195,"Lisa Simpson: Dad, why are you singing?",844000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, why are you singing?",dad why are you singing,5.0
593,26683,90,199,Lisa Simpson: Are you hiding something from me?,853000,True,9,5.0,Lisa Simpson,Simpson Home,Are you hiding something from me?,are you hiding something from me,6.0
594,26685,90,201,"Lisa Simpson: Judging from your song, you're infatuated with a woman named Mindy... or a man named Andy.",858000,True,9,5.0,Lisa Simpson,Simpson Home,"Judging from your song, you're infatuated with a woman named Mindy... or a man named Andy.",judging from your song youre infatuated with a woman named mindy or a man named andy,16.0
595,26687,90,203,"Lisa Simpson: Dad, I'm not gonna fall for that.",863000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, I'm not gonna fall for that.",dad im not gonna fall for that,7.0
596,26689,90,205,Lisa Simpson: Huh?,872000,True,9,5.0,Lisa Simpson,Simpson Home,Huh?,huh,1.0
597,26834,91,35,"Lisa Simpson: Dad, you shouldn't wear glasses that weren't prescribed for you.",195000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, you shouldn't wear glasses that weren't prescribed for you.",dad you shouldnt wear glasses that werent prescribed for you,10.0
598,26837,91,38,Lisa Simpson: Gimme those.,202000,True,9,5.0,Lisa Simpson,Simpson Home,Gimme those.,gimme those,2.0
599,26847,91,48,"Lisa Simpson: Excuse me, Mr. Mayor.",257000,True,9,48.0,Lisa Simpson,Springfield Town Hall,"Excuse me, Mr. Mayor.",excuse me mr mayor,4.0
600,26849,91,50,"Lisa Simpson: This piggy bank contains fifteen dollars I've saved from my allowance. It isn't much, but I would like to help.",262000,True,9,48.0,Lisa Simpson,Springfield Town Hall,"This piggy bank contains fifteen dollars I've saved from my allowance. It isn't much, but I would like to help.",this piggy bank contains fifteen dollars ive saved from my allowance it isnt much but i would like to help,20.0
601,26894,91,95,"Lisa Simpson: Mom, we're having a geography pageant at school, and I don't know which state to go as.",472000,True,9,5.0,Lisa Simpson,Simpson Home,"Mom, we're having a geography pageant at school, and I don't know which state to go as.",mom were having a geography pageant at school and i dont know which state to go as,17.0
602,26896,91,97,Lisa Simpson: No. Nevada makes my butt look big.,480000,True,9,5.0,Lisa Simpson,Simpson Home,No. Nevada makes my butt look big.,no nevada makes my butt look big,7.0
603,26898,91,99,"Lisa Simpson: Dad, what do you think?",488000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, what do you think?",dad what do you think,5.0
604,26996,91,197,Lisa Simpson: Do you get the feeling this family is disintegrating? I mean we haven't had a meal with Mom all week. And she hasn't even started my costume for the Geography Pageant.,940000,True,9,5.0,Lisa Simpson,Simpson Home,Do you get the feeling this family is disintegrating? I mean we haven't had a meal with Mom all week. And she hasn't even started my costume for the Geography Pageant.,do you get the feeling this family is disintegrating i mean we havent had a meal with mom all week and she hasnt even started my costume for the geography pageant,31.0
605,26998,91,199,Lisa Simpson: There's nothing to eat for breakfast.,954000,True,9,5.0,Lisa Simpson,Simpson Home,There's nothing to eat for breakfast.,theres nothing to eat for breakfast,6.0
606,27000,91,201,Lisa Simpson: Maybe Mom just doesn't realize we miss her. We could go down to the casino and let her know.,964000,True,9,5.0,Lisa Simpson,Simpson Home,Maybe Mom just doesn't realize we miss her. We could go down to the casino and let her know.,maybe mom just doesnt realize we miss her we could go down to the casino and let her know,19.0
607,27011,91,212,Lisa Simpson: Mommm!,1001000,True,9,5.0,Lisa Simpson,Simpson Home,Mommm!,mommm,1.0
608,27013,91,214,Lisa Simpson: I just had a bad dream.,1004000,True,9,5.0,Lisa Simpson,Simpson Home,I just had a bad dream.,i just had a bad dream,6.0
609,27015,91,216,"Lisa Simpson: Well, I know it's absurd, but I dreamed the Boogeyman was after me and he's hiding...",1009000,True,9,5.0,Lisa Simpson,Simpson Home,"Well, I know it's absurd, but I dreamed the Boogeyman was after me and he's hiding...",well i know its absurd but i dreamed the boogeyman was after me and hes hiding,16.0
610,27019,91,220,Lisa Simpson: (RELIEVED SIGH),1018000,False,9,5.0,Lisa Simpson,Simpson Home,,,
611,27023,91,224,Lisa Simpson: Does this mean you'll help me with my costume?,1050000,True,9,5.0,Lisa Simpson,Simpson Home,Does this mean you'll help me with my costume?,does this mean youll help me with my costume,9.0
612,27025,91,226,"Lisa Simpson: Thanks, Mom.",1056000,True,9,5.0,Lisa Simpson,Simpson Home,"Thanks, Mom.",thanks mom,2.0
613,27040,91,241,"Lisa Simpson: Dad, Mom said she'd be home to help me with my costume, and she's not and the Geography Pageant is tonight.",1094000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, Mom said she'd be home to help me with my costume, and she's not and the Geography Pageant is tonight.",dad mom said shed be home to help me with my costume and shes not and the geography pageant is tonight,21.0
614,27042,91,243,"Lisa Simpson: But Dad, if I don't show up in a rubber suit shaped like the state of Florida, I'll be the laughing stock of the whole school.",1110000,True,9,5.0,Lisa Simpson,Simpson Home,"But Dad, if I don't show up in a rubber suit shaped like the state of Florida, I'll be the laughing stock of the whole school.",but dad if i dont show up in a rubber suit shaped like the state of florida ill be the laughing stock of the whole school,26.0
615,27046,91,247,Lisa Simpson: Dad!,1131000,True,9,5.0,Lisa Simpson,Simpson Home,Dad!,dad,1.0
616,27049,91,250,"Lisa Simpson: (GASP) I'm not a state, I'm a monster! (BURSTS INTO TEARS)",1137000,True,9,5.0,Lisa Simpson,Simpson Home,"I'm not a state, I'm a monster!",im not a state im a monster,7.0
617,27100,92,2,"Lisa Simpson: (SHAKING HIM) Wake up, Dad! Wake up! There was a burglar and he took my saxophone.",96000,True,9,5.0,Lisa Simpson,Simpson Home,"Wake up, Dad! Wake up! There was a burglar and he took my saxophone.",wake up dad wake up there was a burglar and he took my saxophone,14.0
618,27110,92,12,Lisa Simpson: (AMUSED) YOU had a stamp collection?,157000,True,9,5.0,Lisa Simpson,Simpson Home,YOU had a stamp collection?,you had a stamp collection,5.0
619,27113,92,15,"Lisa Simpson: (MOANS) Bart's pain is funny, but mine isn't. That saxophone was my one creative outlet. It was the only way I could truly express myself.",168000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart's pain is funny, but mine isn't. That saxophone was my one creative outlet. It was the only way I could truly express myself.",barts pain is funny but mine isnt that saxophone was my one creative outlet it was the only way i could truly express myself,24.0
620,27126,92,28,"Lisa Simpson: We are insured, aren't we, Mom?",207000,True,9,5.0,Lisa Simpson,Simpson Home,"We are insured, aren't we, Mom?",we are insured arent we mom,6.0
621,27162,92,64,Lisa Simpson: What's the point of all these precautions? I've already lost the only thing that matters to me.,388000,True,9,5.0,Lisa Simpson,Simpson Home,What's the point of all these precautions? I've already lost the only thing that matters to me.,whats the point of all these precautions ive already lost the only thing that matters to me,17.0
622,27164,92,66,"Lisa Simpson: What, this jug?",397000,True,9,5.0,Lisa Simpson,Simpson Home,"What, this jug?",what this jug,3.0
623,27166,92,68,Lisa Simpson: (CHOKING BACK TEARS),406000,False,9,5.0,Lisa Simpson,Simpson Home,,,
624,27168,92,70,Lisa Simpson: Thank you.,424000,True,9,5.0,Lisa Simpson,Simpson Home,Thank you.,thank you,2.0
625,27295,92,197,"Lisa Simpson: Dad, maybe this will cheer you up.",924000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, maybe this will cheer you up.",dad maybe this will cheer you up,7.0
626,27301,92,203,"Lisa Simpson: Oh, Grampa. They pelted you too?",944000,True,9,5.0,Lisa Simpson,Simpson Home,"Oh, Grampa. They pelted you too?",oh grampa they pelted you too,6.0
627,27304,92,206,"Lisa Simpson: (EXCITED, AD LIBBING) What? Who? Huh? What?",954000,True,9,5.0,Lisa Simpson,Simpson Home,What? Who? Huh? What?,what who huh what,4.0
628,27308,92,210,"Lisa Simpson: Wow! How'd you track him down, Grampa?",977000,True,9,5.0,Lisa Simpson,Simpson Home,"Wow! How'd you track him down, Grampa?",wow howd you track him down grampa,7.0
629,27336,92,238,"Lisa Simpson: Thank you. And thank you, Dad. You got it back, just like you said you would.",1099000,True,9,79.0,Lisa Simpson,Springfield Retirement Castle,"Thank you. And thank you, Dad. You got it back, just like you said you would.",thank you and thank you dad you got it back just like you said you would,16.0
630,27380,93,5,Lisa Simpson: (SUSPICIOUSLY) Why are you so happy?,74000,True,9,140.0,Lisa Simpson,Simpson Kitchen,Why are you so happy?,why are you so happy,5.0
631,27383,93,8,"Lisa Simpson: (SARCASTIC) You're right, Bart. School is for losers.",98000,True,9,140.0,Lisa Simpson,Simpson Kitchen,"You're right, Bart. School is for losers.",youre right bart school is for losers,7.0
632,27385,93,10,"Lisa Simpson: (READING) And that's how I cured all disease, ended war, and reunited the entire cast of TV's ""Facts Of Life"", including long time hold-out, Tootie.",105000,True,9,969.0,Lisa Simpson,ELEGANT MANSION,"And that's how I cured all disease, ended war, and reunited the entire cast of TV's ""Facts Of Life"", including long time hold-out, Tootie.",and thats how i cured all disease ended war and reunited the entire cast of tvs facts of life including long time hold-out tootie,24.0
633,27387,93,12,"Lisa Simpson: Hush, field trip boy.",120000,True,9,969.0,Lisa Simpson,ELEGANT MANSION,"Hush, field trip boy.",hush field trip boy,4.0
634,27494,93,119,Lisa Simpson: I've got a weekend job helping the poor. And I'm only eight.,586000,True,9,5.0,Lisa Simpson,Simpson Home,I've got a weekend job helping the poor. And I'm only eight.,ive got a weekend job helping the poor and im only eight,12.0
635,27573,93,198,Lisa Simpson: This biography of Bart came out awfully quickly. (FLIPPING THROUGH IT) It's not even about him.,946000,True,9,5.0,Lisa Simpson,Simpson Home,This biography of Bart came out awfully quickly. It's not even about him.,this biography of bart came out awfully quickly its not even about him,13.0
636,27575,93,200,Lisa Simpson: But inside it's mostly about Ross Perot. And the last two chapters are excerpts from the Oliver North trial.,952000,True,9,5.0,Lisa Simpson,Simpson Home,But inside it's mostly about Ross Perot. And the last two chapters are excerpts from the Oliver North trial.,but inside its mostly about ross perot and the last two chapters are excerpts from the oliver north trial,19.0
637,27598,93,223,Lisa Simpson: Like what?,1031000,True,9,5.0,Lisa Simpson,Simpson Home,Like what?,like what,2.0
638,27600,93,225,"Lisa Simpson: Forget it, Dad. If I ever become famous, I want it to be for something worthwhile, not because of some obnoxious fad.",1037000,True,9,5.0,Lisa Simpson,Simpson Home,"Forget it, Dad. If I ever become famous, I want it to be for something worthwhile, not because of some obnoxious fad.",forget it dad if i ever become famous i want it to be for something worthwhile not because of some obnoxious fad,22.0
639,27655,93,280,"Lisa Simpson: And now you can go back to just being you, instead of a one-dimensional character with a silly catchphrase.",1293000,True,9,5.0,Lisa Simpson,Simpson Home,"And now you can go back to just being you, instead of a one-dimensional character with a silly catchphrase.",and now you can go back to just being you instead of a one-dimensional character with a silly catchphrase,19.0
640,27664,93,289,Lisa Simpson: If anyone wants me I'll be in my room.,1313000,True,9,5.0,Lisa Simpson,Simpson Home,If anyone wants me I'll be in my room.,if anyone wants me ill be in my room,9.0
641,27701,94,35,"Lisa Simpson: Dad, you should blow the whistle on the Kwik-E-Mart.",196000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, you should blow the whistle on the Kwik-E-Mart.",dad you should blow the whistle on the kwik-e-mart,9.0
642,27704,94,38,"Lisa Simpson: Dad, are you listening to me?",202000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, are you listening to me?",dad are you listening to me,6.0
643,27782,94,116,Lisa Simpson: (PANTING) I can see through time.,526000,True,9,982.0,Lisa Simpson,Simpsons,I can see through time.,i can see through time,5.0
644,27811,94,145,Lisa Simpson: Mmm corn. Haven't had that in awhile.,625000,True,9,982.0,Lisa Simpson,Simpsons,Mmm corn. Haven't had that in awhile.,mmm corn havent had that in awhile,7.0
645,27813,94,147,Lisa Simpson: Bye!,630000,True,9,982.0,Lisa Simpson,Simpsons,Bye!,bye,1.0
646,27843,94,177,Lisa Simpson: And he taught me how to play the shenai.,793000,True,9,982.0,Lisa Simpson,Simpsons,And he taught me how to play the shenai.,and he taught me how to play the shenai,9.0
647,27850,94,184,Lisa Simpson: I think what my father's saying is you're like a member of the family now.,824000,True,9,982.0,Lisa Simpson,Simpsons,I think what my father's saying is you're like a member of the family now.,i think what my fathers saying is youre like a member of the family now,15.0
648,27858,94,192,Lisa Simpson: (SINGING) THEY MADE DAD SICKY-MART.,875000,True,9,982.0,Lisa Simpson,Simpsons,THEY MADE DAD SICKY-MART.,they made dad sicky-mart,4.0
649,27874,94,208,Lisa Simpson: Isn't there anything you can do to get your job back?,949000,True,9,5.0,Lisa Simpson,Simpson Home,Isn't there anything you can do to get your job back?,isnt there anything you can do to get your job back,11.0
650,27879,94,213,Lisa Simpson: Dad... That's over ten thousand miles away.,968000,True,9,5.0,Lisa Simpson,Simpson Home,Dad... That's over ten thousand miles away.,dad thats over ten thousand miles away,7.0
651,27881,94,215,Lisa Simpson: That's over sixteen thousand kilometers.,972000,True,9,5.0,Lisa Simpson,Simpson Home,That's over sixteen thousand kilometers.,thats over sixteen thousand kilometers,5.0
652,27927,94,261,"Lisa Simpson: Dad, Dad!",1140000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, Dad!",dad dad,2.0
653,27928,94,262,Lisa Simpson: What'd ya bring? What'd ya bring?,1140000,True,9,5.0,Lisa Simpson,Simpson Home,What'd ya bring? What'd ya bring?,whatd ya bring whatd ya bring,6.0
654,27931,94,265,"Lisa Simpson: I'm sorry, Apu. But remember, (SINGS) Who needs a Kwik-E-Mart--",1149000,True,9,5.0,Lisa Simpson,Simpson Home,"I'm sorry, Apu. But remember, Who needs a Kwik-E-Mart--",im sorry apu but remember who needs a kwik-e-mart--,9.0
655,27963,94,297,Lisa Simpson: (HUGGING) Awww.,1308000,True,9,297.0,Lisa Simpson,Hospital,Awww.,awww,1.0
656,27965,94,299,Lisa Simpson: (HUGGING) Awww.,1318000,True,9,297.0,Lisa Simpson,Hospital,Awww.,awww,1.0
657,27978,95,12,"Lisa Simpson: Thanks. (READING) ""Mr. Simpson. Stop. Your constant letters are becoming a nuisance. Stop. If you do not cease, I will be forced to pursue legal action. Stop. Signed, Boris Karloff, Hollywood, California.""",114000,True,9,5.0,Lisa Simpson,Simpson Home,"Thanks. ""Mr. Simpson. Stop. Your constant letters are becoming a nuisance. Stop. If you do not cease, I will be forced to pursue legal action. Stop. Signed, Boris Karloff, Hollywood, California.""",thanks mr simpson stop your constant letters are becoming a nuisance stop if you do not cease i will be forced to pursue legal action stop signed boris karloff hollywood california,31.0
658,28002,95,36,"Lisa Simpson: I'm warning you, Mom -- I may get a little crazy.",265000,True,9,993.0,Lisa Simpson,Kidstown USA,"I'm warning you, Mom -- I may get a little crazy.",im warning you mom -- i may get a little crazy,11.0
659,28004,95,38,"Lisa Simpson: Hey, horse-face! Git yer ugly pie-hooks off that Summer Fun Set!",276000,True,9,993.0,Lisa Simpson,Kidstown USA,"Hey, horse-face! Git yer ugly pie-hooks off that Summer Fun Set!",hey horse-face git yer ugly pie-hooks off that summer fun set,11.0
660,28015,95,49,"Lisa Simpson: Thanks for buying us these toys, Grampa.",322000,True,9,151.0,Lisa Simpson,Simpson Car,"Thanks for buying us these toys, Grampa.",thanks for buying us these toys grampa,7.0
661,28028,95,62,Lisa Simpson: (DRAMATIC) A hush falls over the General Assembly as Stacy approaches the podium to deliver what will no doubt be a stirring and memorable address. (PULLS STRING),419000,True,9,5.0,Lisa Simpson,Simpson Home,A hush falls over the General Assembly as Stacy approaches the podium to deliver what will no doubt be a stirring and memorable address.,a hush falls over the general assembly as stacy approaches the podium to deliver what will no doubt be a stirring and memorable address,24.0
662,28031,95,65,"Lisa Simpson: (TO DOLL) Come on, Stacy. I've waited my whole life to hear you speak. Don't you have anything relevant to say? (PULLS STRING)",436000,True,9,5.0,Lisa Simpson,Simpson Home,"Come on, Stacy. I've waited my whole life to hear you speak. Don't you have anything relevant to say?",come on stacy ive waited my whole life to hear you speak dont you have anything relevant to say,19.0
663,28034,95,68,"Lisa Simpson: It's not funny, Bart! Millions of girls will grow up thinking that this is the right way to act! (BUILDING TO A FURIOUS CRESCENDO) That they can never be anything more than vacuous ninnies whose only goal is to look pretty, land a rich husband, and spend all day on the phone with their equally vacuous friends talking about how damn terrific it is to look pretty and have a rich husband!!",442000,True,9,5.0,Lisa Simpson,Simpson Home,"It's not funny, Bart! Millions of girls will grow up thinking that this is the right way to act! That they can never be anything more than vacuous ninnies whose only goal is to look pretty, land a rich husband, and spend all day on the phone with their equally vacuous friends talking about how damn terrific it is to look pretty and have a rich husband!!",its not funny bart millions of girls will grow up thinking that this is the right way to act that they can never be anything more than vacuous ninnies whose only goal is to look pretty land a rich husband and spend all day on the phone with their equally vacuous friends talking about how damn terrific it is to look pretty and have a rich husband,67.0
664,28041,95,75,Lisa Simpson: (GROANS) Don't you people see anything wrong with what Malibu Stacy says?,481000,True,9,3.0,Lisa Simpson,Springfield Elementary School,Don't you people see anything wrong with what Malibu Stacy says?,dont you people see anything wrong with what malibu stacy says,11.0
665,28044,95,78,"Lisa Simpson: No, Celeste, I mean the things she says are sexist.",497000,True,9,3.0,Lisa Simpson,Springfield Elementary School,"No, Celeste, I mean the things she says are sexist.",no celeste i mean the things she says are sexist,10.0
666,28047,95,81,Lisa Simpson: They cannot keep making dolls like this! Something has to be done!,504000,True,9,5.0,Lisa Simpson,Simpson Home,They cannot keep making dolls like this! Something has to be done!,they cannot keep making dolls like this something has to be done,12.0
667,28051,95,85,"Lisa Simpson: I can't believe you're just gonna stand by as your daughters grow up in a world where this, (SHAKES DOLL) this is their role model.",531000,True,9,5.0,Lisa Simpson,Simpson Home,"I can't believe you're just gonna stand by as your daughters grow up in a world where this, this is their role model.",i cant believe youre just gonna stand by as your daughters grow up in a world where this this is their role model,23.0
668,28055,95,89,Lisa Simpson: That's it! I'm calling the company!,551000,True,9,5.0,Lisa Simpson,Simpson Home,That's it! I'm calling the company!,thats it im calling the company,6.0
669,28058,95,92,Lisa Simpson: Mom! We could go on the factory tour and I could complain in person!,570000,True,9,6.0,Lisa Simpson,KITCHEN,Mom! We could go on the factory tour and I could complain in person!,mom we could go on the factory tour and i could complain in person,14.0
670,28073,95,107,Lisa Simpson: I have one.,668000,True,9,995.0,Lisa Simpson,Malibu Stacy Factory,I have one.,i have one,3.0
671,28075,95,109,"Lisa Simpson: Is the remarkably sexist drivel spouted by Malibu Stacy intentional, or is it just a horrible mistake?",671000,True,9,995.0,Lisa Simpson,Malibu Stacy Factory,"Is the remarkably sexist drivel spouted by Malibu Stacy intentional, or is it just a horrible mistake?",is the remarkably sexist drivel spouted by malibu stacy intentional or is it just a horrible mistake,17.0
672,28081,95,115,Lisa Simpson: It's awful being a kid. No one listens to you.,690000,True,9,5.0,Lisa Simpson,Simpson Home,It's awful being a kid. No one listens to you.,its awful being a kid no one listens to you,10.0
673,28084,95,118,"Lisa Simpson: Well, I'm not gonna accomplish anything just sitting here--",711000,True,9,5.0,Lisa Simpson,Simpson Home,"Well, I'm not gonna accomplish anything just sitting here--",well im not gonna accomplish anything just sitting here--,9.0
674,28086,95,120,Lisa Simpson: Action! I've got to talk to that woman who invented Malibu Stacy and see if I can get her to --,715000,True,9,5.0,Lisa Simpson,Simpson Home,Action! I've got to talk to that woman who invented Malibu Stacy and see if I can get her to --,action ive got to talk to that woman who invented malibu stacy and see if i can get her to --,21.0
675,28146,95,180,Lisa Simpson: (RELIEVED SOUND),996000,False,9,999.0,Lisa Simpson,Stacy Lovell's House,,,
676,28088,95,122,Lisa Simpson: You're getting a job.,734000,True,9,5.0,Lisa Simpson,Simpson Home,You're getting a job.,youre getting a job,4.0
677,28096,95,130,Lisa Simpson: I thought you might be able to help me get in touch with the inventor of Malibu Stacy.,760000,True,9,997.0,Lisa Simpson,Apartment Complex,I thought you might be able to help me get in touch with the inventor of Malibu Stacy.,i thought you might be able to help me get in touch with the inventor of malibu stacy,18.0
678,28098,95,132,Lisa Simpson: Thanks.,777000,True,9,997.0,Lisa Simpson,Apartment Complex,Thanks.,thanks,1.0
679,28102,95,136,"Lisa Simpson: No, it couldn't be...",788000,True,9,998.0,Lisa Simpson,SPRINGFIELD GABLES STREET,"No, it couldn't be...",no it couldnt be,4.0
680,28103,95,137,Lisa Simpson: Excuse me. Miss Lovell? I'd like to talk to you about Malibu Stacy.,808000,True,9,998.0,Lisa Simpson,SPRINGFIELD GABLES STREET,Excuse me. Miss Lovell? I'd like to talk to you about Malibu Stacy.,excuse me miss lovell id like to talk to you about malibu stacy,13.0
681,28105,95,139,Lisa Simpson: Am I the first?,818000,True,9,998.0,Lisa Simpson,SPRINGFIELD GABLES STREET,Am I the first?,am i the first,4.0
